"sofifa_id","short_name","age","day_birthday","height_cm","weight_kg","nationality","club","overall","potential","value_eur","wage_eur","player_positions","weak_foot","skill_moves"
"233211","N. Klinger","23","34985","187","84","Germany","VfL Wolfsburg","57","67","130000","4000","GK","Right","1"
"233221","S. JimĂ©nez","21","35855","178","70","Colombia","Envigado FC","57","67","150000","1000","RB","Right","2"
"233377","C. Maycock","21","35787","182","71","England","Coventry City","57","67","170000","1000","CM","Right","3"
"233925","H. Phillips","21","35692","175","65","England","Southend United","57","67","170000","1000","CAM","Right","3"
"234261","M. Platt","21","35706","188","81","England","Blackburn Rovers","57","67","150000","2000","CB","Right","2"
"234324","L. Bilboe","21","35847","190","79","England","Rotherham United","57","67","130000","1000","GK","Right","1"
"235979","A. RamĂ­rez","20","36102","178","69","Chile","CD Universidad de ConcepciĂłn","57","67","170000","1000","LW","Right","3"
"236005","J. Vom Steeg","22","35525","194","91","United States","LA Galaxy","57","67","130000","1000","GK","Right","1"
"236222","D. Rodney","21","35934","178","69","England","Salford City","57","67","170000","3000","ST","Right","3"
"237710","A. Fletcher","20","36200","179","68","England","Plymouth Argyle","57","67","170000","3000","ST","Right","2"
"238059","D. Kemp","20","36171","168","63","England","West Ham United","57","67","170000","8000","RM","Left","3"
"238483","J. Kiersey","20","36064","175","65","England","Walsall","57","67","170000","2000","CM","Right","3"
"240804","C. Yates","20","36205","186","80","Scotland","Wycombe Wanderers","57","67","130000","1000","GK","Right","1"
"241138","A. AmmitzbĂ¸ll","20","36208","188","78","Denmark","Aarhus GF","57","67","170000","2000","ST","Right","2"
"241208","T. Yasui","20","36120","172","66","Japan","Vissel Kobe","57","67","160000","1000","CDM","Right","2"
"243173","Kim Joon Beom","21","35809","176","72","Korea Republic","Gyeongnam FC","57","67","170000","1000","CM","Right","4"
"243594","A. Stone","19","36348","185","75","England","Mansfield Town","57","67","130000","1000","GK","Right","1"
"244121","D. JĂ¤pel","21","35941","178","70","Germany","FSV Zwickau","57","67","170000","1000","ST","Right","2"
"244781","C. Giuliani","20","36287","187","82","Austria","SK Sturm Graz","57","67","130000","2000","GK","Left","1"
"245451","K. Ito","20","36292","176","62","Japan","Shimizu S-Pulse","57","67","150000","1000","LB","Left","2"
"245747","B. Rivera","19","36456","184","80","Chile","CD Everton de ViĂ±a del Mar","57","67","150000","1000","CDM","Right","2"
"245763","M. SoumarĂ©","21","35679","186","79","France","La Berrichonne de ChĂ˘teauroux","57","67","150000","1000","RB","Right","2"
"245816","K. Stanek","19","36436","186","77","Poland","Piast Gliwice","57","67","160000","1000","ST","Right","2"
"246621","M. Laci","21","35887","188","80","Sweden","Falkenbergs FF","57","67","170000","1000","LM","Right","2"
"246831","A. Serna","21","35771","183","83","Colombia","Alianza Petrolera","57","67","170000","1000","CM","Right","2"
"246838","R. Al Shamlan","20","35990","175","64","Saudi Arabia","Al Shabab","57","67","170000","4000","CAM","Right","2"
"246849","G. Dorsey","20","36224","183","73","United States","Toronto FC","57","67","170000","1000","RM","Right","3"
"247648","K. Miller","22","35566","183","83","Canada","Orlando City SC","57","67","150000","1000","CB","Left","2"
"248114","C. Casap","20","36158","179","68","Romania","FC Viitorul","57","67","170000","1000","CM","Right","3"
"248260","E. Ferrario","19","36588","182","68","Chile","Universidad CatĂłlica","57","67","150000","1000","CB","Right","2"
"248475","E. JimĂ©nez","21","35815","174","70","Mexico","Club Atlas","57","67","170000","3000","ST","Right","2"
"250903","J. MroĂź","22","35350","187","80","Germany","Chemnitzer FC","57","67","130000","1000","GK","Right","1"
"251796","Y. TĂĽrk","21","35839","181","73","Turkey","GaziĹźehir Gaziantep F.K.","57","67","170000","2000","ST","Right","2"
"251962","R. Mroivili","20","36174","180","68","France","FC Metz","57","67","160000","2000","CDM","Right","2"
"252301","D. Fage","20","36237","178","70","France","Oldham Athletic","57","67","170000","2000","CM","Left","2"
"252524","J. Sylvestre-Brac","20","36025","185","75","France","Grenoble Foot 38","57","67","150000","1000","CB","Right","2"
"219971","A. Tripicchio","23","35074","183","77","Italy","Crotone","57","66","160000","1000","RW","Left","3"
"224498","A. Purver","23","35034","177","67","England","Ă–stersunds FK","57","66","150000","1000","CDM","Right","3"
"225935","S. Shamal","23","35117","181","73","France","Stade de Reims","57","66","160000","4000","ST","Right","3"
"227954","S. Allardice","21","35885","181","70","Scotland","Bohemian FC","57","66","160000","1000","CM","Right","2"
"228113","G. Kelly","22","35381","188","77","Republic of Ireland","Dundalk","57","66","160000","1000","ST","Right","2"
"230661","N. Hunziker","23","35118","180","75","Switzerland","FC Thun","57","66","160000","2000","ST","Right","2"
"231006","C. Coleman","22","35431","187","81","Republic of Ireland","St. Patrick's Athletic","57","66","160000","1000","CM","Right","3"
"232268","Huang Bowen","23","35110","175","60","China PR","Wuhan Zall","57","66","140000","2000","LB","Right","4"
"234490","M. Kaalund","22","35293","182","75","Denmark","Silkeborg IF","57","66","160000","2000","CM","Right","3"
"235068","H. Gostomski","21","35851","191","82","Poland","Jagiellonia BiaĹ‚ystok","57","66","130000","1000","GK","Right","1"
"241702","J. Mascoll","22","35504","189","66","England","Wycombe Wanderers","57","66","140000","1000","LB","Left","2"
"243410","O. ĂśnlĂĽĂ§ifĂ§i","22","35544","178","70","Germany","SG Sonnenhof GroĂźaspach","57","66","160000","1000","RM","Left","2"
"244320","L. BrĂĽggemeier","21","35665","193","83","Germany","SC Paderborn 07","57","66","130000","2000","GK","Right","1"
"245074","Choi Young Eun","23","34968","189","78","Korea Republic","Daegu FC","57","66","120000","1000","GK","Right","1"
"245088","M. Al Haeti","23","35134","188","75","Saudi Arabia","Ettifaq FC","57","66","120000","3000","GK","Right","1"
"245129","M. HoĹ‚ownia","21","35921","184","70","Poland","ĹšlÄ…sk WrocĹ‚aw","57","66","140000","1000","LB","Left","2"
"245142","R. BorkaĹ‚a","20","36219","176","72","Poland","Piast Gliwice","57","66","160000","1000","RM","Right","2"
"245475","D. Pakulski","20","35999","174","66","Poland","ZagĹ‚Ä™bie Lubin","57","66","160000","1000","RM","Right","2"
"247340","S. Yonehara","21","35905","184","72","Japan","Matsumoto Yamaga","57","66","150000","1000","CDM","Left","2"
"247896","I. Čerban","23","34918","178","74","Romania","Dinamo BucureĹźti","57","66","150000","1000","CDM","Right","3"
"248148","Zubimendi","20","36193","180","74","Spain","Real Sociedad","57","66","160000","3000","CM","Right","2"
"251236","A. Cordea","20","36335","176","71","Romania","FC Hermannstadt","57","66","160000","1000","CAM","Right","3"
"251319","F. Niemann","22","35284","189","85","Germany","FC Carl Zeiss Jena","57","66","120000","1000","GK","Right","1"
"251520","I. BrĂ®nzÄ","20","36050","188","88","Moldova","FC BotoĹźani","57","66","130000","1000","GK","Right","1"
"251866","O. Djorkaeff","22","35550","177","68","France","St. Mirren","57","66","160000","1000","CM","Right","2"
"252093","P. Flottmann","22","35530","191","85","Australia","Sydney FC","57","66","150000","1000","CB","Right","2"
"252359","E. Ira Tape","21","35673","192","85","Ivory Coast","CĂ´te d'Ivoire","57","66","0","0","GK","Right","1"
"252514","A. Ă–sterholm","23","35233","183","81","Sweden","IK Sirius","57","66","160000","1000","CM","Right","2"
"252775","D. Hayashi","22","35573","178","73","Japan","Sagan Tosu","57","66","160000","1000","ST","Right","3"
"210715","A. Hansen","23","34922","186","71","Denmark","Aalborg BK","57","65","120000","2000","GK","Right","1"
"212167","C. Vernam","22","35346","170","74","England","Grimsby Town","57","65","150000","2000","ST","Right","2"
"221958","M. Albertoni","23","34916","188","82","Italy","Genoa","57","65","120000","2000","GK","Left","1"
"222654","J. Beesley","22","35401","188","76","England","Salford City","57","65","150000","3000","ST","Right","1"
"236923","R. Cooney","19","36582","176","68","England","Burnley","57","65","130000","3000","RB","Right","2"
"238506","O. VojiÄ‡","22","35450","182","71","Austria","Shamrock Rovers","57","65","150000","1000","CF","Right","4"
"239607","Cong Zhen","22","35470","180","75","China PR","Shanghai Greenland Shenhua FC","57","65","150000","2000","CM","Right","4"
"241245","A. Stamatelopoulos","20","36259","184","84","Australia","Western United FC","57","65","160000","1000","ST","Right","2"
"241429","A. Crookes","21","35742","182","77","England","Port Vale","57","65","140000","2000","LB","Left","2"
"242258","H. Biggins","23","35139","175","68","England","Fleetwood Town","57","65","150000","2000","CM","Right","2"
"242689","S. PabĂłn","23","35177","189","79","Colombia","Junior FC","57","65","120000","1000","GK","Right","1"
"243175","Lee Hyun Sik","23","35145","175","66","Korea Republic","Gangwon FC","57","65","150000","1000","CM","Right","3"
"245054","Lee Dong Kyung","22","35481","175","68","Korea Republic","Ulsan Hyundai FC","57","65","140000","1000","CDM","Right","3"
"247381","A. Sokol","22","35592","185","77","Russia","TromsĂ¸ IL","57","65","140000","1000","CB","Right","1"
"247538","Li Jinqing","22","35435","180","70","China PR","Shenzhen FC","57","65","140000","2000","CDM","Right","2"
"248190","A. KonatĂ©","22","35431","185","75","Mali","FK BodĂ¸/Glimt","57","65","150000","1000","ST","Right","2"
"252879","Z. Issaka","22","35579","174","75","Japan","Kawasaki Frontale","57","65","150000","2000","RM","Right","2"
"219163","J. Kellermann","24","34679","185","72","England","St. Mirren","57","64","140000","1000","CM","Right","2"
"226118","D. Tapia","24","34826","181","70","Chile","CuricĂł Unido","57","64","110000","1000","GK","Left","1"
"226352","J. Sowerby","24","34781","175","78","England","Fleetwood Town","57","64","140000","2000","CM","Right","2"
"228781","W. Collar","22","35464","181","76","England","Hamilton Academical FC","57","64","130000","1000","CDM","Right","2"
"232822","R. Uehara","22","35302","174","66","Japan","JĂşbilo Iwata","57","64","140000","1000","CM","Right","3"
"235498","H. Raghfawi","23","34957","174","63","Saudi Arabia","Damac FC","57","64","130000","3000","LB","Left","2"
"236375","D. Wright","21","35848","177","69","England","Colchester United","57","64","130000","2000","CDM","Right","3"
"241342","Su Yuanjie","24","34803","180","70","China PR","Tianjin TEDA FC","57","64","150000","2000","ST","Right","1"
"241687","P. Kirk","21","35948","178","66","Republic of Ireland","Bohemian FC","57","64","130000","1000","LB","Left","2"
"242414","Yao Junsheng","23","35001","172","65","China PR","Tianjin Quanjian FC","57","64","140000","3000","CM","Right","2"
"245007","G. Volpe","23","35080","189","80","Italy","US Cremonese","57","64","110000","1000","GK","Right","1"
"246913","M. Olczyk","22","35492","176","72","Poland","Arka Gdynia","57","64","130000","1000","RB","Right","2"
"247476","H. Dotson","22","35283","180","77","United States","Minnesota United FC","57","64","130000","1000","LB","Right","2"
"248783","H. Garcia","21","35955","177","70","France","Rodez Aveyron Football","57","64","140000","1000","CM","Left","3"
"251320","M. Rohr","24","34877","195","80","Germany","FC Carl Zeiss Jena","57","64","130000","1000","CB","Right","2"
"251509","C. Mina","22","35534","181","72","Colombia","CĂşcuta Deportivo","57","64","150000","1000","LW","Right","2"
"251864","R. Grecu","21","35948","179","69","Romania","Astra Giurgiu","57","64","150000","1000","RM","Right","2"
"252447","U. Zengin","22","35606","180","73","Turkey","GaziĹźehir Gaziantep F.K.","57","64","130000","2000","CB","Right","2"
"252460","J. Miguel","22","35572","176","74","Mexico","U.N.A.M.","57","64","140000","3000","CM","Right","2"
"213893","L. John","25","34443","190","85","England","Cambridge United","57","63","130000","2000","CB","Right","2"
"222121","Xiang Hantian","23","35024","175","63","China PR","Beijing Renhe FC","57","63","140000","2000","RM","Left","3"
"222389","N. Haikin","23","34891","185","68","Russia","FK BodĂ¸/Glimt","57","63","110000","1000","GK","Right","1"
"224645","Sun Jungang","23","34916","176","70","China PR","Shanghai SIPG FC","57","63","140000","2000","RM","Right","2"
"228657","Z. Herivaux","23","35096","185","68","Haiti","New England Revolution","57","63","140000","1000","CM","Right","3"
"228918","Y. SubaĹźÄ±","23","35065","180","73","Turkey","Kayserispor","57","63","130000","2000","LB","Left","2"
"238171","J. Hope","21","35802","184","67","Australia","Melbourne Victory","57","63","140000","1000","CM","Right","2"
"239797","M. Lansing","25","34498","193","88","United States","AC Horsens","57","63","110000","1000","GK","Right","1"
"240147","S. Silva","22","35612","181","81","Chile","CD Palestino","57","63","130000","1000","CB","Right","2"
"242198","A. Kabashi","22","35503","180","71","Sweden","IF Elfsborg","57","63","140000","1000","ST","Right","2"
"246829","K. Iwatake","23","35220","173","70","Japan","Urawa Red Diamonds","57","63","130000","2000","RB","Right","1"
"248577","J. Just","22","35322","190","83","Germany","SV Waldhof Mannheim","57","63","130000","1000","RB","Right","1"
"248826","T. Secchi","22","35600","185","75","France","Rodez Aveyron Football","57","63","110000","1000","GK","Right","1"
"250970","M. Wolski","22","35518","176","67","Poland","LKS Lodz","57","63","140000","1000","CM","Right","2"
"251238","A. Carlone","23","35084","169","64","Belgium","Politehnica IaĹźi","57","63","140000","1000","CAM","Right","3"
"251364","T. Huk","24","34690","183","72","Slovakia","Piast Gliwice","57","63","130000","1000","CB","Right","2"
"252458","M. Grim","22","35315","186","76","Netherlands","RKC Waalwijk","57","63","110000","1000","GK","Right","1"
"222062","H. Svensson","24","34630","174","68","Sweden","Falkenbergs FF","57","62","140000","1000","CM","Right","3"
"232285","J. Doona","21","35810","178","64","Republic of Ireland","St. Patrick's Athletic","57","62","140000","1000","LM","Right","3"
"237045","R. Pasquel","23","35238","181","76","Mexico","Deportivo Toluca","57","62","100000","2000","GK","Right","1"
"237414","W. Popp","24","34628","192","89","Japan","Oita Trinita","57","62","100000","1000","GK","Right","1"
"239853","M. Kryeziu","22","35456","196","96","Kosovo","FC ZĂĽrich","57","62","120000","2000","CB","Right","2"
"239972","L. Polvani","24","34541","188","85","Italy","Empoli","57","62","120000","1000","CB","Right","2"
"241058","R. Callachan","25","34216","178","70","Scotland","St. Johnstone FC","57","62","140000","1000","CM","Right","3"
"242262","M. Karlsson","23","34943","185","80","Sweden","Ă–rebro SK","57","62","100000","1000","GK","Right","1"
"243522","D. Enomoto","23","35237","163","60","Japan","Nagoya Grampus","57","62","140000","1000","LW","Right","3"
"247559","R. Loughty","24","34545","176","76","England","Bury","57","62","120000","1000","RWB","Right","2"
"251361","U. ÄuranoviÄ‡","25","34366","183","80","Montenegro","Korona Kielce","57","62","140000","1000","CAM","Right","2"
"251672","K. Al Khathlan","23","34897","178","68","Saudi Arabia","Abha Club","57","62","120000","3000","LB","Left","2"
"252900","M. FjĂ¶rtoft","25","34346","193","90","Norway","Hamilton Academical FC","57","62","120000","1000","CB","Right","2"
"209528","D. O'Reilly","24","34800","179","69","Republic of Ireland","Finn Harps","57","61","120000","1000","CB","Left","1"
"224550","Wang Yaopeng","24","34717","187","80","China PR","Dalian YiFang FC","57","61","120000","2000","CB","Right","2"
"237208","P. Lewis","24","34685","186","72","England","Cambridge United","57","61","130000","2000","CM","Right","3"
"238547","B. Baajaj","24","34783","176","78","Saudi Arabia","Damac FC","57","61","120000","3000","CB","Right","2"
"251358","F. BainoviÄ‡","23","35239","177","71","Serbia","GĂłrnik Zabrze","57","61","120000","1000","CDM","Right","2"
"203742","R. Lloyd","25","34366","178","73","England","Port Vale","57","60","130000","2000","LM","Left","3"
"207950","A. Azeez","25","34342","183","80","England","Newport County","57","60","130000","2000","ST","Right","2"
"208355","J. Kavanagh","24","34534","176","70","Republic of Ireland","Waterford FC","57","60","120000","1000","RB","Right","2"
"209330","M. Fredriksen","25","34452","170","65","Norway","MjĂ¸ndalen IF","57","60","130000","1000","RW","Right","2"
"228139","E. Bird","26","34067","180","77","United States","Houston Dynamo","57","60","130000","1000","CM","Right","2"
"231179","J. Al Dossary","25","34218","178","76","Saudi Arabia","Al Fateh","57","60","110000","4000","LB","Right","2"
"233945","Wu Wei","22","35466","186","80","China PR","Tianjin Quanjian FC","57","60","120000","3000","CDM","Right","1"
"242104","A. OrdagiÄ‡","26","34094","181","75","Bosnia Herzegovina","SK Brann","57","60","130000","1000","CM","Right","2"
"247169","E. SĂ¸rhĂ¸y","24","34547","183","79","Norway","Ranheim Fotball","57","60","130000","1000","LW","Left","2"
"251034","I. Popescu","25","34213","188","80","Romania","Chindia TĂ˘rgoviĹźte","57","60","100000","1000","GK","Right","1"
"212296","J. Hare","24","34558","183","78","England","Bristol Rovers","57","59","110000","2000","RB","Right","2"
"232267","Lu Yao","26","34146","176","78","China PR","Henan Jianye FC","57","59","110000","2000","CDM","Right","3"
"222582","Kim Young Bin","27","33501","181","74","Korea Republic","Sangju Sangmu FC","57","58","100000","1000","LB","Right","3"
"226714","J. Hylton","26","34148","178","73","England","Motherwell","57","58","120000","2000","LW","Right","1"
"232673","M. Al Haidari","23","35167","188","86","Saudi Arabia","Al Shabab","57","58","90000","3000","GK","Right","1"
"235072","K. Lynch","27","33684","185","76","Republic of Ireland","Waterford FC","57","58","100000","1000","LB","Left","2"
"246793","M. Nakayama","27","33640","180","73","Japan","JĂşbilo Iwata","57","58","120000","2000","ST","Left","2"
"247379","K. Tanaka","29","32872","186","78","Japan","Matsumoto Yamaga","57","58","80000","1000","GK","Right","1"
"248716","M. Warburton","27","33748","176","71","England","Northampton Town","57","58","120000","3000","CAM","Right","3"
"102881","K. Stamatopoulos","39","29095","188","80","Canada","AIK","57","57","10000","1000","GK","Left","1"
"166920","D. Fordyce","32","31779","183","75","Northern Ireland","Sligo Rovers","57","57","80000","1000","CAM","Right","1"
"175603","R. Gilmartin","32","31928","197","101","Republic of Ireland","Bristol City","57","57","60000","5000","GK","Right","1"
"195355","D. McCauley","28","33290","179","74","Republic of Ireland","Derry City","57","57","100000","1000","LM","Right","3"
"198487","L. Mijaljevic","28","33306","180","75","Sweden","AFC Eskilstuna","57","57","110000","1000","ST","Left","2"
"201989","A. Nadj","32","31650","193","93","Sweden","BK HĂ¤cken","57","57","60000","1000","GK","Right","1"
"209244","M. Barker","25","34197","180","75","Republic of Ireland","Bohemian FC","57","57","100000","1000","RB","Right","1"
"211184","D. BudzyĹ„ski","27","33757","189","83","Poland","LKS Lodz","57","57","70000","1000","GK","Right","1"
"216542","J. Borg","28","33360","181","76","Malta","Finn Harps","57","57","100000","1000","CM","Right","1"
"222182","Zhu Xiaogang","31","32056","181","70","China PR","Dalian YiFang FC","57","57","80000","2000","CDM","Right","2"
"224622","Sun Le","29","32768","188","83","China PR","Shanghai SIPG FC","57","57","70000","2000","GK","Right","1"
"224628","Wang Dalong","30","32578","187","79","China PR","Shenzhen FC","57","57","80000","2000","CB","Right","2"
"226838","Wang Guoming","29","32906","187","81","China PR","Henan Jianye FC","57","57","70000","2000","GK","Right","1"
"237615","G. Poluzzi","31","32198","186","74","Italy","SPAL","57","57","70000","2000","GK","Right","1"
"240208","R. Bennett","28","33300","193","90","England","Port Vale","57","57","110000","3000","ST","Left","2"
"241307","Jiang Wenjun","29","32903","180","74","China PR","Hebei China Fortune FC","57","57","90000","2000","LB","Left","2"
"243174","Park Kwang Il","28","33279","175","68","Korea Republic","Gyeongnam FC","57","57","100000","1000","RM","Right","3"
"247190","Tong Xiaoxing","32","31784","175","65","China PR","Wuhan Zall","57","57","80000","2000","LW","Right","3"
"247196","Luo Yi","32","31952","175","64","China PR","Wuhan Zall","57","57","60000","2000","LB","Right","4"
"247867","J. Olsen Ăveraas","29","32845","185","80","Norway","Ranheim Fotball","57","57","90000","1000","RB","Right","3"
"248578","J. WeiĂźenfels","27","33750","186","76","Germany","SV Waldhof Mannheim","57","57","110000","1000","ST","Right","1"
"251750","D. Singhal","34","30995","177","71","India","India","57","57","0","0","CDM","Right","2"
"251909","B. Manzano","28","33056","175","76","Venezuela","Deportes Tolima","57","57","90000","1000","CDM","Right","2"
"252437","M. Zoulan","28","33188","187","79","Saudi Arabia","Damac FC","57","57","80000","3000","GK","Right","1"
"252072","S. Ramos Mingo","17","37216","185","74","Argentina","Boca Juniors","56","81","180000","1000","CB","Left","2"
"244874","F. Ranocchia","18","37025","184","76","Italy","Perugia","56","79","200000","1000","CM","Right","4"
"238758","D. Campbell","18","36969","182","61","Scotland","Aberdeen","56","78","200000","1000","CM","Right","3"
"246100","K. Askildsen","18","36900","185","70","Norway","StabĂ¦k Fotball","56","78","200000","1000","CM","Right","2"
"247237","M. RĂ¶mling","18","37011","186","76","Germany","VfL Bochum 1848","56","78","190000","1000","LB","Left","1"
"248347","J. Semple","18","37028","183","78","Scotland","Motherwell","56","78","210000","1000","ST","Right","1"
"247352","B. Palmezano","18","36786","169","65","Venezuela","CD Huachipato","56","77","200000","1000","CAM","Right","2"
"238545","F. Al Birekan","19","36660","181","75","Saudi Arabia","Al Nassr","56","76","200000","4000","ST","Left","2"
"246910","A. Obando","19","36596","175","68","Argentina","Boca Juniors","56","76","190000","2000","LM","Left","3"
"247563","Y. VelĂˇzquez","19","36393","178","70","Colombia","AtlĂ©tico Nacional","56","76","190000","1000","CAM","Right","2"
"248478","D. Ramaj","17","37153","186","80","Germany","1. FC Heidenheim 1846","56","76","150000","1000","GK","Right","1"
"248772","J. Van Hecke","17","37271","175","62","Belgium","SV Zulte-Waregem","56","76","180000","1000","CM","Left","5"
"251945","A. Hasanally","17","37297","165","60","England","Colchester United","56","76","180000","1000","CAM","Right","3"
"252029","J. Roth","18","36828","183","72","Switzerland","FC Thun","56","76","180000","1000","CDM","Right","2"
"252065","L. Ruggiero","18","36907","185","80","Italy","Perugia","56","76","160000","1000","GK","Right","1"
"240650","R. Najjarine","19","36639","176","71","Australia","Melbourne City FC","56","75","190000","1000","LM","Left","3"
"240784","J. Bursik","18","36719","187","70","England","Accrington Stanley","56","75","160000","1000","GK","Left","1"
"243612","D. Sanderson","19","36509","186","78","England","Wolverhampton Wanderers","56","75","180000","5000","CB","Right","3"
"244220","O. Aga","18","36897","180","70","Norway","StabĂ¦k Fotball","56","75","190000","1000","ST","Right","2"
"245033","T. Roberts","18","37022","181","68","United States","FC Dallas","56","75","190000","1000","CAM","Left","2"
"245343","L. AlarcĂłn","19","36590","183","82","Chile","Universidad de Chile","56","75","180000","1000","CB","Right","2"
"245731","P. Campos","19","36679","172","65","Chile","Club Necaxa","56","75","190000","2000","RW","Right","3"
"246454","D. Revan","18","36788","192","81","England","Aston Villa","56","75","170000","2000","CB","Left","3"
"247824","A. Konte","18","36952","175","62","Mali","Sarpsborg 08 FF","56","75","190000","1000","RM","Right","3"
"248118","A. Pitu","17","37412","176","64","Romania","FC Viitorul","56","75","180000","1000","RW","Right","2"
"252856","T. Pawlson","18","36806","182","75","England","Bury","56","75","190000","1000","LW","Left","3"
"240473","T. Wilson","19","36496","172","66","Republic of Ireland","Manchester City","56","74","180000","7000","LB","Left","2"
"242179","Y. Fofana","18","36759","194","89","France","Le Havre AC","56","74","160000","1000","GK","Right","1"
"242710","T. John-Jules","18","36936","175","75","England","Arsenal","56","74","190000","4000","ST","Right","3"
"242750","O. Simmonds","19","36519","183","79","England","Accrington Stanley","56","74","200000","1000","ST","Right","1"
"243154","A. Benedyczak","18","36854","191","78","Poland","PogoĹ„ Szczecin","56","74","190000","1000","ST","Right","2"
"244599","H. Guenouche","19","36676","168","62","France","KFC Uerdingen 05","56","74","180000","1000","LB","Left","2"
"244623","E. Maulana Vikri","18","36714","168","65","Indonesia","Lechia GdaĹ„sk","56","74","190000","1000","CAM","Left","3"
"244627","L. MarkoviÄ‡","19","36575","187","82","Serbia","Crotone","56","74","200000","1000","ST","Right","2"
"245274","P. Gunnarsson","18","36845","182","70","Iceland","Brentford","56","74","160000","1000","GK","Right","1"
"246080","G. Bajrami","19","36427","182","78","Albania","Birmingham City","56","74","180000","1000","CB","Right","2"
"247020","W. Bedfian","17","37081","188","87","France","La Berrichonne de ChĂ˘teauroux","56","74","150000","1000","GK","Right","1"
"250955","J. Stanisic","19","36618","186","77","Germany","Bayern MĂĽnchen II","56","74","180000","1000","CB","Right","2"
"251091","H. Al Eissa","18","36889","165","55","Saudi Arabia","Al Adalah","56","74","190000","1000","RM","Right","3"
"236468","A. Aktas","19","36356","177","70","Turkey","Kayserispor","56","73","190000","1000","CAM","Right","3"
"239221","T. Magloire","20","36150","185","73","England","Rochdale","56","73","190000","1000","CB","Right","2"
"240749","J. Castillo","20","36236","165","56","Chile","Deportes Iquique","56","73","200000","1000","LW","Right","3"
"240772","S. Mallon","20","36198","178","64","Republic of Ireland","Sheffield United","56","73","200000","4000","LM","Left","2"
"244077","L. BĂĽrger","19","36475","181","71","Germany","Eintracht Braunschweig","56","73","190000","1000","CM","Right","3"
"245761","A. Morgan","19","36558","181","68","England","Charlton Athletic","56","73","190000","2000","CM","Right","2"
"246756","A. Alonzo","19","36552","185","72","Mexico","Club Necaxa","56","73","160000","1000","GK","Right","1"
"246876","F. Al Ghashayan","19","36645","171","66","Saudi Arabia","Al Nassr","56","73","190000","3000","RM","Left","3"
"247374","M. Lara","18","36888","168","66","Chile","Club Necaxa","56","73","190000","1000","RM","Right","2"
"247640","B. Teixeira","18","36770","174","73","France","Clermont Foot 63","56","73","190000","1000","CAM","Right","3"
"251073","C. Dumitru","17","37238","173","70","Romania","Academica Clinceni","56","73","180000","1000","ST","Right","2"
"251301","J. Albrecht","17","37134","182","78","Germany","Hertha BSC","56","73","170000","1000","CDM","Right","3"
"251935","C. Kameraj","20","36232","180","77","Switzerland","FC Lugano","56","73","180000","1000","RWB","Right","2"
"252725","B. FÄ±ndÄ±k","18","36994","179","72","Turkey","Antalyaspor","56","73","170000","1000","CB","Left","2"
"236662","P. Vagic","19","36549","188","76","Sweden","AFC Eskilstuna","56","72","190000","1000","LM","Right","1"
"236838","Y. Maleh","20","36029","177","74","Italy","Venezia FC","56","72","200000","1000","CM","Left","2"
"241430","V. Gomis","20","36266","190","77","France","Macclesfield Town","56","72","200000","2000","ST","Right","2"
"243153","M. Al Rashidi","20","36300","170","68","Saudi Arabia","Al Fayha","56","72","180000","2000","RWB","Right","2"
"244510","M. Hauptmann","19","36417","178","68","Germany","FSV Zwickau","56","72","190000","1000","RM","Right","1"
"244913","A. Delap","20","36129","180","68","Republic of Ireland","Derry City","56","72","200000","1000","RM","Right","2"
"245239","M. Kulke","18","36840","177","74","Germany","SG Dynamo Dresden","56","72","180000","1000","CM","Right","2"
"245413","M. Al Sufyani","20","36186","172","64","Saudi Arabia","Al Wehda","56","72","200000","3000","LM","Left","3"
"245523","M. Al Mutairi","20","36229","167","61","Saudi Arabia","Al Hazem","56","72","200000","2000","CAM","Left","2"
"246151","A. Ahl HolmstrĂ¶m","20","36254","191","82","Sweden","Kalmar FF","56","72","200000","1000","ST","Right","2"
"246593","Almerge","18","36892","178","69","Spain","SD Huesca","56","72","170000","1000","RB","Right","2"
"247521","D. Ioannidis","19","36569","180","71","Germany","Fortuna Sittard","56","72","190000","1000","CM","Right","2"
"248420","A. Zaharia","18","36778","178","71","Romania","Politehnica IaĹźi","56","72","190000","1000","ST","Right","2"
"248593","M. Leca","18","36713","181","75","Romania","FC Viitorul","56","72","170000","1000","CB","Right","2"
"251378","T. HĂ¶lscher","19","36688","177","68","Germany","Viktoria KĂ¶ln","56","72","190000","1000","CM","Right","4"
"252177","D. Palmieri","18","36764","177","73","France","Royal Excel Mouscron","56","72","180000","1000","CM","Right","2"
"234483","D. Sesay","20","36056","184","75","England","Crawley Town","56","71","180000","1000","LWB","Right","2"
"235532","M. Roseth","20","35986","188","78","Norway","Molde FK","56","71","190000","1000","CB","Left","3"
"237872","T. Howe","20","36077","177","69","England","Reading","56","71","180000","2000","RB","Right","2"
"239319","A. Bradley","20","36187","178","64","Finland","Lincoln City","56","71","200000","2000","RW","Right","3"
"239801","R. Clampin","20","36189","180","70","England","Colchester United","56","71","180000","2000","LB","Left","1"
"240773","R. Norrington-Davies","20","36272","186","75","Wales","Rochdale","56","71","180000","1000","LWB","Left","2"
"241440","R. Akbari","19","36697","180","68","Australia","Brisbane Roar","56","71","190000","1000","CAM","Right","3"
"242089","G. Walker","21","35963","180","75","Norway","Ranheim Fotball","56","71","190000","1000","CB","Right","2"
